PLUGIN_ID,NAME,SEGMENT_CALCD_VIEWS,PRODUCT_CALCD_VIEWS
877116866190337791,Text United for Figma,1907,69176
916845613193973057,W staging,57,1477
877140899444217608,Max Line Length,3429,108840
880066690940471997,designstripe - content submission,20,587
853597191773109502,Transparentize,1301,48096
885922254723615744,figma-mirror,51,1337
967191083414063315,daps-color-map,8,327
879803564105935449,Plex Theme Helper,3,116
889485351403919838,VKUI Toolkit,1625,54544
1004204435648317366,PopImg,523,11608
892109046670461536,AEUX,1,58
885838970710285271,Table Creator,32809,1016710
920373989448733716,Pathfinder (Annotate) 0.21,183,4811
892916136929842150,Instance Selector,11,237
910626526043566308,Glyphy,7375,234618
901000316029725377,Stories,285,21603
918721846069404848,Area Calculator,1035,52734
949581722458746736,Team Library Component Attacher,1343,41574
832968575632736697,Ad Lib,1679,57689
933050006202774372,Bravo Studio Tag Manager,1777,59263
886508981411509491,Ghost UXWriter - Internal,101,2217
938667830310303494,Image Fill Typer,8,340
941803889191799502,FigBug,5,81
941654849217418905,Delta Dore plugin,38,1095
943083266658366419,Original Size,9,260
944265482632468770,Japanese Users,497,15893
947127714285846698,Rounded Rectangle (Squircle),482,18357
948944981491521191,Navigate Multiple Siblings,823,31686
949622274776270722,Fae.dev - Design to clean React code (beta),896,29764
964926424521377214,insideDesign HTML Generator,11,561
940620294197417288,Random Terms Generator,841,27717
946462676168136646,Spottie,1595,58783
959740954556322580,DRIP,1,34
1036948665263837050,WispWoz,2,2
934110169970475492,Local Style Localizer,7,211
961125519572930689,Markdown,876,28783
963155613482635061,te,1,33
966697077120766968,Export Skia ICON plugin,8,176
974335140113080867,Soroka,3300,107132
977968775104001765,Space››cleaner,748,25964
983571787058266979,AxLink,7,266
983963947283925005,Table of contents,1240,24751
982732544385962656,Check Character Limit,451,11963
743250841476794167,gmage-uploader,18,527
998409611720567160,Tracking Take Blip,119,3959
995763475526131389,Toukan,975,22709
995066888259050994,scaled-bug,4,78
1028285652595471775,MixTure,23,427
1031269308758149466,Etch-A-Jam,371,416
1007747724924322554,SVG Inserter,19,246
1009866256233241860,Unify,1812,38173
1009179738712029232,Theme Swap,293,6150
1029130788194861040,Rock Paper Scissors,718,936
1012742681017564776,Superscript,2,79
1013202244931031131,Tock File Starter,13,376
1025783893050035292,Stencil: Contrast Checker,37,612
1021088427543716240,Ui Convert,1772,21034
1019911614654645456,Test,2,55
1019212670235165134,Sloth,3,103
1019249999442600461,Are.na,487,21404
1020700094489447475,Text to Columns,681,7318
1029334595972104332,Variant Inspector,389,629
1029149505393599480,Rename Instance By Its Nested Text Layer,17,12
1030479012894344777,Photo Booth,1081,1553
1030736498877484902,ItemFlow,1085,1179
1036815418074118857,JamSweeper,84,83
1020210078301075973,scale,15,417
816521202081782674,Theme Switcher (WIP),92,2024
873171992268856243,MockFlow,14032,432589
833788404338090550,Quizlet Design,11,416
876249252389228107,Calculator for Figma,1658,60192
880101729425135325,Color Name,3552,119211
891085428941849805,test,1,3
891195693567112423,FrameAll,2778,99022
899682655913987080,Rename Paint Styles,2,181
901359400483513203,Text to Auto Layout List,8,335
916030376467152780,Мусорное название (не оброщайте внимание),4,102
938904473781993323,Style Audit,20,314
937905978844201476,Pendah 设计助手,63,1765
900176365073100035,Emoji Generator,9479,288879
940891888870263201,Rudder by Buoy,3,83
914250706909410339,Pager,1772,58627
941414857764714075,Material Next Theme Picker,179,4847
944726412547826112,Notes,20,509
961603404481507629,Create Boilerplate,21,471
909510296026614422,Zill it in!,110,3691
964914329437609400,Zcript,49,1424
960778033371641874,Ghost UXWriter,4070,170385
1006467648747461036,1+X plugin beta 1.0,6,50
964234727078028503,🎏 Relink UI Kit,12,397
982533601659885114,Gojek Design - Source of truth,36,720
975074419606610694,Design Lint,15,280
944234112543852819,Body Shop,4,76
971827059065873099,Plugin Book v4.11,2,106
978944071003394139,💟 Assets Pipeline Preparation,16,336
979906445426504212,ParentNameByText,1,70
1009145934842587176,Figma2Fast (Alpha),20,336
996546054674548564,Tabletop Tools,1217,23928
994317857506470165,Canvas Table Maker,4,144
996850126930357189,Aks - LTR to RTL,562,12877
1004442318837288943,Localiser,52,1625
1002118426283583959,Mockup Generator by Reality.Tools,4,195
1000963812142874727,variables,5748,272832
1002643625287955089,EpCreativeGenerator,11,231
1012008792333568747,FigJam Polls,668,1935
1012418658275513583,EO COMPONENT SEARCH,66,1571
1022796889802026067,Universe Token Sync,60,452
1017705459553438948,SMSI Themer,3,22
1020484998871433027,figmapluginTest1,4,95
1023927444955161639,testpub,1,37
1024245562731073818,Event Composer,5,126
1021879782774011952,Protofly,1341,19505
1021090917104575891,Figma Workflows,742,9983
1022890238918133987,Figma Test,12,177
1025620170885138316,Theme Switcher,5,153
1026762327285154536,Icons Toolbox,2088,2426
1039430358164496626,Font Switcher,49,46
1034863097448619860,Prototype Preview,20,22
1032634079536376448,POEditor,142,139
1032577818893185581,Shuffle Positions,3,3
955894905974552206,Bento Connect (Staging),20,576
987648439069836583,Quick scale,395,10512
997126103738146818,HEIC Import (iPhone photos in Figma),2237,74685
1002324870709884461,Pride Flags & Gradients,656,16074
1012159973058905983,Toggler,80,1908
1015684995374401816,Draw Mask Under Selection,1,33
1024820722887248906,XML Translation I/O,7,125
1030913684938018897,Spotify Design Avatar Builder,31,29
1032517420007140833,ALPHA: Paramount+ Content Filler,3,6
1027037684003682350,Outline to Single Stroke,2257,4089
732774680197470712,Figma Format,4939,183288
733343906244951586,Color Blind,35297,1181867
736564662640346811,Component Cloner,19890,652265
745394880974490845,Missing Font Selector,3601,132553
735770583268406934,Google Sheets Sync,88408,2860332
745146759001708690,Cover Generator,3396,122721
741291546405622147,Compliments,1113,46211
741184519069077841,Isometric,85677,2798802
767721682134156281,Master,34320,1201332
740702788263758004,Autocrop,5449,202571
739117729229117975,Icon Resizer,10322,352927
739106292828562948,namespaces,4536,162101
746314565953874339,Paddi,3077,114118
749888869584535589,Flags,11587,378074
767379122107077581,Language Tester,3294,113647
773057542189001306,Sync From Sheets,985,29135
780821534053786200,Lights,7035,275661
782180430431612681,РыбаТекст - fish-text.ru,5964,211186
797778700190966062,JSON → Content,5052,182681
808289809557716614,skale,5541,182653
809139536998662893,Simplify,10677,381354
806266638862897503,Find and Replace Colors,18693,577017
754704266165393093,Edit in place,1517,64606
863872242646484057,SDS Icons,44,3070
750133948866339898,Doodlebug,2794,106428
789594601370719857,Contentful to Figma,3360,132987
806578669827234193,zebra,1899,77951
787488293482536319,Data Populator,4090,145314
813532964638530954,Color Copier,852,38278
819335598581469537,Clay Mockups 3D,66380,2097237
824059814042167296,Lazy Export,1944,79901
837846252158418235,Flatten Selection to Bitmap,7914,263030
849305961239325136,Swap Brand Identity,66,1707
851217747476215597,Figma Finder,5932,179651
870650018244748732,designstripe - Smart Asset tagging,13,445
835158600797781836,Yasou - Team Video Calls,2490,95683
845497837694622588,SamPonent,1112,44160
861012857284170316,Compare Text,1676,55228
875727200253222359,Publish Maersk Icons,19,429
879405776766571963,Watch Mirror,1554,58110
882987822115205960,unicorn-test,3,60
878261195855870013,💟 Assets Pipeline Preparation,25,778
887297527562833401,Ease Isometric,7646,244506
886265476124309670,Pixels to Viewport Units,3,91
887441636239040084,❖ Baseify experimental 2,3,18
889077977319860576,Simple Copy,1045,45427
920444487404393541,Doom-Like Figma,737,26460
840229573378670311,Zoopla Icon Exporter,26,865
937465522075454889,Color contrast,4065,114379
959810732568793909,test-test,4,132
955147178019033535,Design Board,982,28169
961247444145567920,Eliq Json Parser,109,4021
977579174518014561,Wayfair Contentful-to-Figma [WIP INTERNAL ONLY],22,357
994865789379426734,InVision Connect (Alpha),1,103
1009688420146523321,random number generator,362,17743
1014823942756498831,Offset Resizer,806,2273
1024308518626817409,Starling for Figma,7,69
1027278905449497956,LASER: make laser style with one click,455,606
1039866156961261313,css to camel case,1,1
761098431161143653,Distributor,3629,131182
743170618365358883,Masker,8531,270154
769448260304556237,FishText,1984,73751
779375289817905606,testPlugin,16,549
775611985605402516,Game Zone,1783,69698
787337376836787569,Nester,1085,50836
821516569405022868,Melody,47,1215
835063877729335093,Easy Units,4806,145903
852324220718921719,Workday Asset Toolkit,129,2473
848942545795372443,Android Pixel Density Export Settings,3349,101134
824115853337179145,Simple Status,2144,65010
867494723165643537,Bring yours Coolors pallet into Figma,2493,84985
854603297309599109,Reuse My Copies,39,955
877253925849106217,Chameleon [Alpha],9,249
884854026152687111,Padderr,1492,55721
880847198487025712,Nike G11N 🌎,320,8244
889931101393641155,dixma,115,11267
893618373425317222,Quik N Easy,705,28473
888577133637826668,Deadline,211,13426
897624644494168156,🍱 Icon Update,21,974
915320228296660468,Emoji ♡ Reactions,396,10617
915785576743284465,Variable-Width Stroke,6200,271476
906338102686094481,Window Framer,3015,92340
906108531959025675,한국어 맞춤법 검사기,455,23620
906113308995411985,ProtoPie Plugin,19,601
888892665688842538,Timey Wimey,5,145
914943942566576428,Symbols,1653,65326
865619281909357957,Crit-moji,36,1625
926549834287292156,Ad Lib(s),887,31513
931981941865472305,Checklist Creator,1899,58928
898924931826001684,Loops Feedback,1,25
939207803941661657,Export Radius Icons v2,2,98
943458612887571493,Fit Shaper,7804,214309
956825801271297948,YC Cubes α,1,25
959398641212636836,Theme Switcher,9,218
964142928021463219,Plugin Store,8284,278096
969582819918741496,Unite UX,3010,83761
939081359334308757,Ovrflw,19,559
967662523796625802,CountTextLength,533,18064
971196982061859300,Design Tokens Editor (MVP),17,383
908371597321736295,Mock,1148,30432
971048754527773100,Arcade,768,19927
977817643287778988,MockupMirror,3949,113089
1000528320178662428,SYSTM Data Store,1,87
1002946146110401265,Helio Styles Check,32,571
984625184799159593,Table of Contents,4,141
974871587986797240,Pikaso,1,39
1002564501508705910,Siter.io - Export Figma Designs to Websites,8,436
1020039287140370833,</title><br><br><br><h1>hiii</h1>,1,227
1010647693003356638,atom-extractor,6,169
1020244048224206385,Copy Plain Text,6,146
1015236284728491857,swork-plugin,4,177
943569346291474506,Tints and Shades,3147,95750
1023935452055623724,Text Editor In Selection,268,2717
1020938420011369716,Close plugin,566,8022
1021426556483489394,Knob Creator,15,318
980407395621457657,Buzzy - No Code App Builder,872,1903
1037675489220891329,Vimeo Record - Test,19,2
1030848035996871692,Alignment scale,746,922
1030557755505736405,JLR Visual Design Spec Export,4,7
973701255439271201,Peloton Image Library,5,6
1040072894601912343,Create read-only page,33,16
1040013605559486449,Play Button,5,6
764471577604277919,Wire Box,35309,1116679
801882695851711248,Ovvverrrflowww,1666,65837
843461159747178978,Figma Tokens,36142,1146460
875738346682828251,FigmaToGithub,10,84
836158002689844220,Find duplicates,1001,41417
868202265030665141,Sync to Slides,10,212
894391876079732390,LoopDeck,9,175
899973884500275319,Loops Feedback,2843,97233
903883071450513414,霹雳倍倍,41,1352
918657871407201425,Toolkimatic,17,748
932627311651351132,react-figma-boilerplate,2,71
950803534326457501,Auto Responsive,8,241
958718454979702212,Color to Code,346,8728
958782584797137384,InVision Connect (Alpha),3,86
959136420347029082,YC Cubes,14,359
946096943839958847,Punit's Second Plugin,2,151
974148117397908947,AEUX,2,81
1000485131990883342,Tracking Take Blip,12,310
1022291593323383293,Pipe Figma Styles JSON Tool,4,161
947660429344588076,Spell Check,377,9643
1001356595650468029,Transitions Documentation Kit,9,296
1030017062727062509,Drag and Drop Example,1,0
1012971101551393572,uikit,1,23
1015678349455381775,Component Utilities,1,34
1017842387720709543,Auto Layout Grids,1664,5212
990663129955266740,Autolayout Shortcut Helper,287,8119
1032448354535991717,Pistalytics,14,15
1027668701137352436,Gradient Position: average them seriously,337,445
1028308803768423865,App UI Builder,1202,1423
1036053753307076841,Slide Puzzle,52,55
1033692858314286771,How many Sticky Notes?,76,113
1039846596401788635,Line chart,6,2
1040170688048735344,Nouns Generator,7,6
970748860959178062,Frame History,2393,73231
981634016155981016,Localy — Map Generator,6955,164357
1029189426332627973,lil news,95,120
1034211499420215348,Krakatoa,146,156
988173868842375596,Aninix - UX animations inside Figma,234,15
731627216655469013,Content Reel,242108,7821068
733902567457592893,Autoflow,210395,6739026
735707089415755407,Image tracer,79019,2722326
740832935938649295,Color Palettes,70232,2405792
733750857474913838,❖ Rosetta Helper,37,910
742073255743594050,Figma Chat,69466,1991456
750722829223304337,UDS Color Styler,12,440
943877637060187302,Status Plugin,2,60
739040217257760132,Copytron,98,2675
758316324890482782,Table Master 3000,3963,140654
739046186899657111,Golden Line,4893,174998
936276700824470613,Plugin book,2,51
742318143106037364,icns/ico Generator,10978,469445
743096277102448388,Libby Table,14,385
747822968977461925,Todo,17846,602810
750174581284816960,Simple Bullets,16312,557855
753395020416512502,Squiggly,5550,191495
762070688792833472,arc,145582,4634106
767379414704079825,Sort Layers,5671,185961
734698706199517781,Shifter,1566,60160
754418010908848797,Looper,14882,508373
781354942292031141,Redlines,37663,1262317
760113603535822095,TextWrap,9129,297861
804843548882105498,Textyles,5209,180074
740496771781941316,Lemma Plugin,5,197
1028666416701589172,testpub,5,189
804158647265908792,Wear OS Mirror,103,2824
802579985985331070,Design System Organizer,70346,2400843
788799088384104964,Useberry,17713,549106
812644606373454094,Streamline Icons Search,40,1227
815578663120885543,Tailwind Color Generator,7071,259507
824061077635063809,Spagett!,484,36468
829416453198918520,Sprout Project Starter,47,1236
831971012754389279,DLS Data Importer,63,2581
857346721138427857,"Anima - Figma to HTML, React & Vue code",223909,6329814
848205889935107396,Mobile Design Toolkit,36,1057
832335368157959508,Prototype Quick Link,3122,107096
828324012040892115,Isolate,1061,47977
845838702454033341,Golden Spiral,5012,182976
848044263119954213,Qu Toolbox,2046,74106
848551444907255153,Frames to Groups,1672,57498
857408751107714007,Snap Themer,45,867
862727349185884005,Dropbox Themes,99,2678
842576196203523350,Web cards,4869,197113
854164523358810429,Replace Layers,2009,67748
870396101427575171,RigUp Design System Tokenizer,15,306
880892324172124227,De-annotator,431,20511
830443011474955301,Eve Tabler,5556,194427
882976155867044660,Adverity Icons Publisher,21,587
887183899087766984,Text Changer,3,118
897735340166599817,Magic Export,6,183
900628950520349167,Name Scrambler,1606,57126
916466676750159990,Mr. Catalog,14,356
936470636574826630,ReDS Inspect,5,107
944536696895699321,TUX Code Helper,89,2807
940601743741151546,Indoor Schemes,2,108
940875772231920025,Auto Theme,8,194
944688828202097077,Pathfinder (Cover Page) 0.4,118,3164
982067103187077517,figmaPluginTest,12,212
982226615649863105,Simple Text Getter,243,4590
735733267883397781,Similayer,36789,1216473
749061307736645564,Send to Components Page,2881,106183
761525248810814854,Random Key Generator,1915,80695
780955056558128750,paletteSwap,71,2080
781317794301477536,EasyMask,2317,85265
785492935463158906,Flaticons,19091,627994
740887843052935394,Anchor Resizer,1278,58016
767379335945775056,Draw Slice Over Selection,893,40551
785619431629077634,Figma Tailwindcss,7472,358945
813843475952932302,TA Design System Metadata,33,989
815922478078975807,Bulk delete styles,1318,53414
823704590502753234,Game Table,4380,159293
841200074370852792,Quick New Page,843,54007
842617759153981725,CoverPage,3962,121855
858476957106921619,Faraday Power Estimator: DEV,21,405
849626147309451800,Pixel Grid Shaper,2615,84700
857177320284994463,Chanel Products,35,718
802190792577526591,Kaspersky UI Kit,75,2131
855655428693813948,Change Text to Layer Name,1267,45849
919329957176686122,Content Reel 3.0,95,3066
860594998582698512,Toggler,1210,38061
871372807775860267,Export Icon Font,5254,161567
872666623336739619,Design System Componenent Proposal,4,35
867815314762737495,Pool,99,2412
867977941678289774,Export PNG with Color Profile,3771,129848
878108783645347840,URL2IMG,3,162
879623756923695604,URL2IMAGE,603,26853
875546357676392881,Line Length,1605,60135
883589016424949812,ByMotion,59,1642
885180134758892196,dev-starlight,43,987
888304306411591623,autoRename,1601,55295
886086066190308411,Replace Layers,227,6126
885986887428951071,Test test test,2,32
887756999596450552,FigmaToAssetBrowser,136,4452
898759320218834615,Export Kit - Lightning Storm,14,487
898749758805567147,Share to,12,262
873170224923819954,Select All Instances,1,16
896494667884392077,Summit Credit Union Design System,8,268
893815477032428990,PlugNeo,1,17
932506377242001965,QB Designer Toolkit,670,20818
889859275438287504,HCL Color,3871,131613
928288961686096262,Plugin book,11,293
902656469620451746,Sequential Text,487,21131
903211161421223617,EA Tool (based on Juuust Handoff),10,443
910247812088581130,Ruri Ruri – Artwork Generator,1,25
907582985861662401,Typography Creator,1,27
872423614371258087,Color Luminance,1131,40178
738857018732966026,Shift Click,341,13284
933976276767721901,❖ A11y - Annotation,10,429
943492159457483827,vkColor,1,24
921064872958554528,Tidy Ruler,2287,74100
922961007812475127,Selectable,1,69
928793383021889185,CM Test - Do not publish,4,148
931644574776169563,Tidy Hues,644,18835
930967366277922502,Scrub Auto Layout,17,582
936716206782078179,TV Data,58,1576
937568369642488245,COD 抽抽乐（多人运动版）,13,469
944380360191829317,Artify Illustrations,15260,527207
899731058839960598,Image Cutter,3517,122196
948673099655789137,Palette Generator,39,898
953379265131150237,Headstart,3,103
958728205580663243,Persian & RTL Support,4,156
956100785645508296,Ghost UXWriter,105,3499
957218327561842752,Viaplay Image Library,52,1515
951529260906957209,Bomberos Tracker,10,268
935850798044023728,Splash Easy,3296,106131
962446614979721845,React Sample (by pnoble@),1,4
977217378919549366,Mentor,14,345
933168253855051700,Manage Screen Status,412,12592
965545553558758970,Lorem ipsum zh-tw,498,12102
978648737523411901,Addjust,11919,389898
980340882594944725,SVG Toolkit,764,22112
1000532634094225438,Library Lint,3,77
1000239640998008748,Table Maker,72,2457
1002114070362330580,Theme Mode Switcher,31,673
1002696113544894116,Seek and Destroy,612,14946
1001576132158306603,🍱 Bento Tools,4,144
1002752554406295217,Ink Contrast Checker,19,494
1003651932772848456,Copy & Rotate,2324,73399
1009222337212330046,Vega,18,253
997529321448602758,Figdoc,389,12823
998799962107734455,icon-fonts-finder,9,253
1008881092146987978,Ginetta Tonic tools,31,666
1011961141275326156,Fisdom Design Lint,4,95
1021747508522126171,GRAMMAR: Spelling & Grammar Checker,1195,8787
1027625562492916399,Calendar,940,1058
1031203732970689806,One Core Toolbox,34,39
1021010214021436737,Design Mirror,3,3
1033050086858409079,ui-cms-poc,1,1
1036021586377337050,Change Font,638,705
1038822221814377265,Stack Theme Builder (Alpha),31,31
733062631231847948,Dating,13889,461872
838925615018625519,Pitchdeck Presentation Studio,68653,2185339
814345141907543603,SVG Export,15881,544814
856227067026087708,Style Lens,4931,154046
890959469213406340,ColorExporter,1,84
897439472420762591,Android Studio Overlay Provider,46,1174
884977600755027488,Japanese Dummy Text,1244,52021
899501266127939530,Text Utilities,3285,102635
913662936743663352,asc-hinge-data,1,28
907656685995069176,Shaper,11512,404252
903936058293238810,COFT,2030,86696
916685175597647068,Reflow - development,6,200
918076234140513123,UIcode,4394,176046
919526413961100901,工具箱,7,535
931516172684392454,Uniform Code Export,3,132
930663232591563262,ehd_component_rd,3,140
935928877090472923,Super Tidy (Google),189,5217
937590329004798392,Snapshot,11778,364385
940531179106137357,ReDS Inspect,2,58
952186829910531713,Color Compass,1,86
945620414022212195,pxCode,1,91
949790609626130365,Call-out · Beta,1178,26589
952819585383062284,Semi Pro,59,1533
962414564875433576,Wayfair File Bootstrap,40,850
946844618678350922,Meow!,2115,86350
966357839151730543,Notes UX,6,199
964119172935479461,Monotype Fonts plugin,2,54
971811463564793541,Teladoc,3,82
967038426246346875,Similar text selector,1287,34076
969006096036462385,figma-strings,25,700
988382591852628420,Angle Mockups,2,61
989227027958373056,Embed in GitHub,11,182
997643096679511216,Icons8 Background Remover,6931,250972
998914249119019489,FigTag,810,21179
1011949369096003271,Paint,2707,25291
1005290003683115208,Center Selection,364,9602
990006311680500726,Canvas Text Styles,57,1139
1007362285749287588,Plex Metadata Plugin,11,211
991866272578143756,Figma Docs,601,14047
1014572374531097782,Chinese Text Generator,274,6276
1020186970747466222,Gojek Design - A11y,15,358
976153400648431633,Figma Search,1003,17763
1023450034846829257,AEUX,2,89
1017757619521383731,Vimeo Record,112,649
1032124731160778755,Pokemon Booster Pack,950,1235
1029293437181021257,Dice,163,171
1015478141131019294,MP Asset Generator,87,2706
1029312939487030387,KLib-test,2,2
1029423644255341850,Org Chart,1492,1720
1031993957214678928,Tally,55,73
1039409208297926871,Word magnet generator,8,3
1039938858232253315,Uno/Figma QA,10,11
1035345943006462401,Vision Cards (Prototype),2,2
1040373257649266080,Select by Name,3,4
949367460268684096,GitLabTest,1,32
1006230883363292559,devflow,85,4273
1019963052845001000,Themer POC,5,123
1022550665654437730,KPL Lint,5,171
1035219634643423549,Wisp Woz,1,1
739493471028643540,Swap,5480,198205
740286071386014712,Data Lab,13668,471302
738775292786594626,Design Inspo,3978,148555
736612173445813953,Figmoji,64688,2024389
746203231606197647,Figmify (Beta),78,2152
739342962452731553,Guide Mate,7893,266461
738907708841687244,Archiver,2818,106142
742770131320902341,Random Name Generator,11947,714418
749945157855564842,User Profile,26359,827152
739517744595900126,Substrate for text,13070,446379
748545064462894895,Component Replacer,25647,835616
747059755185517110,Golden Ratio Align & Resize,6715,245742
739156579990080072,Display by WeScreen,2813,99854
751436700152214815,Marka Email Generator,16824,600800
738806471297839075,Color Themes,7,131
739527655081183968,Notepad,11289,371367
742450159822269057,Align To,3563,134927
770024587867714834,Translate,425,12135
752558325552095625,Noise,54546,1742014
751760002167220558,Multiply,3893,137465
747228167548695118,Export .zip,4299,160966
750743440401413268,Easometric,38434,1216397
763897050312960608,Category Image (beta),4,27
756982843950285805,❖ Uber Garage,137,3772
758029090424124463,Spotify Tracklister,59,1865
756390719988750220,Media Finder,234,5983
784899748064168025,Arrow,693,20752
772054917007268360,Regulator,4009,146571
771783167546313180,Text Filler,2871,101025
783473129886047104,Angle Mockups,7,382
778910419377816946,Useful Functions,517,28632
751821593330638172,Simpleflow,16550,516533
773469727625059982,Tempura Generator,802,35858
825026336882449602,Quicker Font Switcher,1708,69382
823077195186711433,Flipbook Animator GIF,16508,585502
837431169276381395,Term Data Generator,11,839
831936468026040598,Spotlight,2088,81424
838413521721548186,Unused Components,4886,166703
849323869157549525,Glyphs,17429,506520
847762563509209322,Frame It,2795,93180
836814394588887125,ADG i18n Test,43,1074
858470304447223954,Farday Power Estimator  DEV,2,46
869121904271865925,AEUX,66,2217
853905984020840743,Tailwind Color Palettes,5944,213639
875095526482686259,[BETA] BUI Migrate,123,2496
906006256595978208,Mockplus,30951,977251
898745455835980456,Share to,2,32
901097294283021064,Link Card,1048,39554
921188624343939563,TEST TES TEST ORDERER,1,34
905821086113717128,Strata,4,135
905964570877397972,Find & Replace,3990,103419
917195662928154041,asc-figma-optimizer,32,1020
928546425922028037,AEUX,2,108
929005326496632575,Text Crop,21,1062
933385882108162159,Subtle Patterns,2772,80267
952740405797990147,@sposhe/poisson,1102,33124
965643858347310681,Reset Text Layers Name in Selection,392,12535
973903612100949363,to-localize,2,55
1019244925660301826,goldLink,8,261
989991864471238635,SVG2Layers,202,5555
1018705456055336004,Project Scaffold,4,115
739131137116544548,TextCutter,4558,170397
795397421598343178,LilGrid,15470,515263
742750636238601912,CSSGen,12405,433325
767379019764649932,Clean Document,31205,1088321
822167900751878915,Apple plugin,33,551
744224581164869644,RIG Buddy (v2),205,13792
872926946540448630,AM_Test01,3,59
809860933081065308,LottieFiles,114198,4556722
748971588750337968,Semantic Color Sync,2280,90445
809138746390300395,@nju33/tailwindcss,1598,70899
890336816971894644,Sapling,71,1576
833836762121994814,Faker,10799,380042
832413678664668511,FigSheets,4109,146271
900566886503050719,Random Colors Fill,1615,64549
868485080576375782,RIG Buddy (alpha),24,542
860719807117439518,Theme Designer (Alpha 0.112),2,25
858452043320020111,Google - HTML To Figma,285,6941
865358378077355340,Autodesk Style Sync,3,19
869117095717835843,AEUX,2,24
872001708828653182,"alex - catch insensitive, inconsiderate writing",1041,40950
874760491952806105,Azerbaijani Content Generator,253,17169
912837834019002698,playground,57,1600
869656614742356159,Lineage,3552,117547
878553436516165793,Squircle,3,48
875112534918903094,AutoSpacer,32,671
880256425139009295,Ixon,13,210
888195684930637738,Capacity Calc,904,37935
887687372515610323,Harry Exporter,922,39317
873990008464108654,Sweeper,4,98
880704367045812185,arco Sparrow - Development,5,154
743179874245061414,MetaPop,8,247
895160105661581276,Text Changer,1005,37937
887996630608174929,Dimensions,3430,115503
898620911119764089,Phosphor Icons,16815,581737
945461539774727755,AlphaSense Figma Plugin,19,560
904915760666089891,UP Frame Presets,1,28
915797195431763702,OneTwo,543,16497
896706128477541064,Theme Switcher,13,1055
917796239623005893,Fitter,691,24192
927255248672920500,StyleList – text and color styles,5591,211763
917075243186735492,i18n,424,15072
922137845084899222,9-Patch export,833,23990
891833918736503296,Button Buddy,6960,237049
936456730265868414,腾讯 CoDesign,7863,245236
939115092910294961,Better Color Picker,2,59
930664835312877055,ehd_component_ue,4,209
936697603652763866,快速查找,6,181
969801524955965510,COD Handoff,308,7798
954436995325084953,Isometric,6,42
940714430683584876,Pop a Component,1883,68216
786891204057439536,Font Explorer,11744,394844
946701901711059974,Monzo Product Writing Guide,14,452
978546312728517504,Arco Icons Sync,211,3884
952305478566816431,Reflow - development,5,215
940822984055011718,ToAtem,115,4378
1002344596051764791,Color Inspector,11,323
948178903117536677,hhh,7,211
971378736211263006,Randomise colour,974,32715
971860486231656155,AlphaSense Figma Plugin,7,212
979791795554875880,Plugin Book,11,255
997505997850086520,DataViz Companion,2478,53251
986676080905906090,marketgoo copies,4,568
1009178457279170607,Prism Visual Spellcheck,14,370
992100922881294952,Theme Swapper,13,381
998944183180339691,Catena GU Project Scaffold,8,317
994883455036998072,gds-themer,8,143
999454974535472816,Arabic & RTL Support,4,119
1008630600163387295,APP Design Spell Check,44,1376
1009415037972201588,Frame to Component,293,5210
1017340207884089152,Figma2CSD,16,226
992679176733374239,Watcha Design System Toolkit,21,320
1028465458230585901,Markdown Notes,238,366
1019253041380967954,LabelsDBExperiment,12,203
1021886779993246772,TESTPLUG,8,37
836880503571701858,Tidy Icons,3,84
1027947504507770898,Starling for Figma,9,126
1030161589655245054,Stark for FigJam,2039,3179
1032204675316247617,Chess,238,277
1029705705747680800,RECOLORS,4,28
1032056702641886157,test,1,1
1032688500948147925,Unlock All Layers,45,53
1034404650417826011,Circle to Rectangle,8,7
1038054340788534431,XamlStyles,4,6
1039306021223705759,Accessibility Checklist,14,13
770570903162993974,Symbol Icons Browser,14534,457405
836752724085001294,Label Frames,5124,167755
870224773511785813,Copy svg without outlineText,1066,40656
874928818335114504,[WIP] Grab Design Plugins,5,69
877303092424254256,BULK,2,37
882853640594594542,Chinese Content Filling Assistant,6080,179153
941442427503209059,uWild,49,1579
889676455045507628,Shadow Maker,15979,533149
843186203578433973,Pack,4,59
954098042197680293,test,1,37
884754290821171665,ALYX,371,7828
905913874417115077,Text to Auto Layout List,3413,124463
911438995475943119,CDS Companion,11,306
913184312208806386,unDraw,64,2421
906594596108023080,EO IN-SPEC-TION,153,4898
929662690249792570,Headlime,1876,130158
926136000833233515,react-figma-boilerplate,1,34
930943523801559745,AEUX,29,610
929165007674013520,❖ Designer Autocomplete,10,263
936618827040114868,Carto,4,144
935690809052160903,Prism DevTools,5,252
940534913501164818,ReDS Inspect,8,86
938310605951347331,samplefigma,1,23
873475011201033235,Play Content Search,14,432
946692694904143875,realistic-dummy-text-ja,243,13932
949750262028441524,Measurement,2113,70549
950725709690256515,Looper Legacy,8968,306755
952557548511056612,Shape››frame,1307,34518
957356476116211824,EA Content Concierge,1,48
957889474923510992,J4F,1281,39803
964237417576717529,💠 Find Instances of Component,9,217
960767111288451086,Ghost UXWriter - Internal,7,72
924390003304842148,Figpie,10781,316317
939909633627131020,String Sleuth,25,598
967104064547944616,Real Data (Beta),185,4683
984670103165661497,Douyin Design Toolkit,60,1668
971780587711377080,Teladoc,1,52
968006777329539544,Arco Toolbox,142,5023
